,Year,LeagueID,TeamID,Playoff,MadePlayoff,Unnamed,Games Played,Wins,Losses,Ties,Overtime_Losses,Total_Points,Points_Per_Game,Shootout_Wins,Shootout_Losses,Goals_For,Goals_Against,Penalty_Minutes,Penalty_Minutes_Per_Game,Power_Play_Goals,Power_Play_Chances,Short_handed_Goals_Against,Penalty_Kill_Goals_Allowed,Penalty_Kill_Chances,Goals_For_Per_Game,GoalsAgainstPerGame
744,1990,NHL,CAL,Division_Semi-Finals,1,,80,46,26,8.0,,100,1.25,,,344,263,2201,27.5,91.0,384.0,8.0,77.0,420.0,4.3,3.29
745,1990,NHL,CHI,Division_Semi-Finals,1,,80,49,23,8.0,,106,1.33,,,284,211,2412,30.2,87.0,393.0,10.0,68.0,425.0,3.55,2.64
746,1990,NHL,DET,Division_Semi-Finals,1,,80,34,38,8.0,,76,0.95,,,273,298,1940,24.3,57.0,347.0,5.0,89.0,399.0,3.41,3.72
747,1990,NHL,EDM,Conference_Finals,1,,80,37,37,6.0,,80,1.0,,,272,272,1823,22.8,63.0,361.0,4.0,80.0,388.0,3.4,3.4
748,1990,NHL,HAR,Division_Semi-Finals,1,,80,31,38,11.0,,73,0.91,,,238,276,2209,27.6,73.0,403.0,9.0,72.0,369.0,2.98,3.45
749,1990,NHL,LAK,Division_Finals,1,,80,46,24,10.0,,102,1.28,,,340,254,2228,27.9,80.0,391.0,18.0,63.0,370.0,4.25,3.18
750,1990,NHL,MNS,Finals,1,,80,27,39,14.0,,68,0.85,,,256,266,1964,24.6,76.0,382.0,7.0,75.0,378.0,3.2,3.32
751,1990,NHL,MTL,Division_Finals,1,,80,39,30,11.0,,89,1.11,,,273,249,1425,17.8,66.0,357.0,10.0,54.0,282.0,3.41,3.11
752,1990,NHL,NJD,Division_Semi-Finals,1,,80,32,33,15.0,,79,0.99,,,272,264,2024,25.3,69.0,347.0,13.0,80.0,394.0,3.4,3.3
753,1990,NHL,NYI,,0,,80,25,45,10.0,,60,0.75,,,223,290,1723,21.5,51.0,317.0,12.0,78.0,353.0,2.79,3.62
754,1990,NHL,NYR,Division_Semi-Finals,1,,80,36,31,13.0,,85,1.06,,,297,265,1893,23.7,91.0,389.0,10.0,73.0,362.0,3.71,3.31
755,1990,NHL,PHI,,0,,80,33,37,10.0,,76,0.95,,,252,267,1945,24.3,68.0,338.0,16.0,72.0,376.0,3.15,3.34
756,1990,NHL,PIT,Stanley_Cup,1,,80,41,33,6.0,,88,1.1,,,342,305,1641,20.5,89.0,388.0,12.0,73.0,351.0,4.28,3.81
757,1990,NHL,QUE,,0,,80,16,50,14.0,,46,0.58,,,236,354,1741,21.8,51.0,328.0,11.0,98.0,368.0,2.95,4.42
758,1990,NHL,STL,Division_Finals,1,,80,47,22,11.0,,105,1.31,,,310,250,1987,24.8,70.0,348.0,18.0,55.0,339.0,3.88,3.12
759,1990,NHL,TOR,,0,,80,23,46,11.0,,57,0.71,,,241,318,1962,24.5,61.0,346.0,6.0,83.0,368.0,3.01,3.98
760,1990,NHL,VAN,Division_Semi-Finals,1,,80,28,43,9.0,,65,0.81,,,243,315,2063,25.8,65.0,391.0,16.0,76.0,339.0,3.04,3.94
761,1990,NHL,WAS,Division_Finals,1,,80,37,36,7.0,,81,1.01,,,258,258,1839,23.0,64.0,340.0,15.0,44.0,314.0,3.22,3.22
762,1990,NHL,WIN,,0,,80,26,43,11.0,,63,0.79,,,260,288,1675,20.9,74.0,381.0,12.0,57.0,351.0,3.25,3.6
763,1991,NHL,BOS,Conference_Finals,1,,80,36,32,12.0,,84,1.05,,,270,275,1752,21.9,77.0,406.0,14.0,72.0,363.0,3.38,3.44
764,1991,NHL,BUF,Division_Semi-Finals,1,,80,31,37,12.0,,74,0.93,,,289,299,2713,33.9,105.0,466.0,11.0,91.0,424.0,3.61,3.74
765,1991,NHL,CAL,,0,,80,31,37,12.0,,74,0.93,,,296,305,2643,33.0,87.0,414.0,10.0,107.0,489.0,3.7,3.81
766,1991,NHL,CHI,Finals,1,,80,36,29,15.0,,87,1.09,,,257,236,2663,33.3,81.0,467.0,10.0,76.0,482.0,3.21,2.95
767,1991,NHL,DET,Division_Finals,1,,80,43,25,12.0,,98,1.23,,,320,256,2078,26.0,72.0,386.0,7.0,78.0,419.0,4.0,3.2
768,1991,NHL,EDM,Conference_Finals,1,,80,36,34,10.0,,82,1.03,,,295,297,1907,23.8,68.0,366.0,15.0,93.0,423.0,3.69,3.71
769,1991,NHL,HAR,Division_Semi-Finals,1,,80,26,41,13.0,,65,0.81,,,247,283,1793,22.4,73.0,414.0,11.0,86.0,396.0,3.09,3.54
770,1991,NHL,LAK,Division_Semi-Finals,1,,80,35,31,14.0,,84,1.05,,,287,296,2161,27.0,79.0,411.0,12.0,76.0,417.0,3.59,3.7
771,1991,NHL,MNS,Division_Semi-Finals,1,,80,32,42,6.0,,70,0.88,,,246,278,2169,27.1,76.0,446.0,22.0,77.0,417.0,3.08,3.48
772,1991,NHL,MTL,Division_Finals,1,,80,41,28,11.0,,93,1.16,,,267,207,1556,19.5,74.0,379.0,5.0,60.0,320.0,3.34,2.59
773,1991,NHL,NJD,Division_Semi-Finals,1,,80,38,31,11.0,,87,1.09,,,289,259,1611,20.1,59.0,338.0,10.0,68.0,374.0,3.61,3.24
774,1991,NHL,NYI,,0,,80,34,35,11.0,,79,0.99,,,291,299,1713,21.4,75.0,339.0,8.0,90.0,383.0,3.64,3.74
775,1991,NHL,NYR,Division_Finals,1,,80,50,25,5.0,,105,1.31,,,321,246,1805,22.6,81.0,387.0,12.0,60.0,395.0,4.01,3.08
776,1991,NHL,PHI,,0,,80,32,37,11.0,,75,0.94,,,252,273,1838,23.0,68.0,411.0,12.0,76.0,392.0,3.15,3.41
777,1991,NHL,PIT,Stanley_Cup,1,,80,39,32,9.0,,87,1.09,,,343,308,1907,23.8,92.0,423.0,14.0,77.0,383.0,4.29,3.85
778,1991,NHL,QUE,,0,,80,20,48,12.0,,52,0.65,,,255,318,2044,25.6,66.0,385.0,14.0,87.0,421.0,3.19,3.98
779,1991,NHL,SJS,,0,,80,17,58,5.0,,39,0.49,,,219,359,1894,23.7,64.0,374.0,17.0,89.0,407.0,2.74,4.49
780,1991,NHL,STL,Division_Semi-Finals,1,,80,36,33,11.0,,83,1.04,,,279,266,2041,25.5,69.0,359.0,12.0,64.0,389.0,3.49,3.32
781,1991,NHL,TOR,,0,,80,30,43,7.0,,67,0.84,,,234,294,1734,21.7,66.0,377.0,5.0,69.0,362.0,2.92,3.68
782,1991,NHL,VAN,Division_Finals,1,,80,42,26,12.0,,96,1.2,,,285,250,2075,25.9,85.0,439.0,7.0,76.0,382.0,3.56,3.12
783,1991,NHL,WAS,Division_Semi-Finals,1,,80,45,27,8.0,,98,1.23,,,330,275,1777,22.2,92.0,412.0,15.0,60.0,368.0,4.12,3.44
784,1991,NHL,WIN,Division_Semi-Finals,1,,80,33,32,15.0,,81,1.01,,,251,244,1907,23.8,91.0,435.0,6.0,68.0,428.0,3.14,3.05
785,1992,NHL,BOS,Division_Semi-Finals,1,,84,51,26,7.0,,109,1.3,,,332,268,1552,18.5,91.0,435.0,8.0,70.0,413.0,3.95,3.19
786,1992,NHL,BUF,Division_Finals,1,,84,38,36,10.0,,86,1.02,,,335,297,1873,22.3,95.0,467.0,17.0,72.0,437.0,3.99,3.54
787,1992,NHL,CAL,Division_Semi-Finals,1,,84,43,30,11.0,,97,1.15,,,322,282,1951,23.2,85.0,447.0,9.0,83.0,492.0,3.83,3.36
788,1992,NHL,CHI,Division_Semi-Finals,1,,84,47,25,12.0,,106,1.26,,,279,230,2394,28.5,94.0,510.0,10.0,81.0,490.0,3.32,2.74
789,1992,NHL,DET,Division_Semi-Finals,1,,84,47,28,9.0,,103,1.23,,,369,280,1832,21.8,113.0,454.0,10.0,79.0,420.0,4.39,3.33
790,1992,NHL,EDM,,0,,84,26,50,8.0,,60,0.71,,,242,337,2027,24.1,66.0,416.0,10.0,106.0,464.0,2.88,4.01
791,1992,NHL,HAR,,0,,84,26,52,6.0,,58,0.69,,,284,369,2354,28.0,78.0,444.0,14.0,107.0,493.0,3.38,4.39
792,1992,NHL,LAK,Finals,1,,84,39,35,10.0,,88,1.05,,,338,340,2247,26.8,102.0,507.0,16.0,114.0,529.0,4.02,4.05
793,1992,NHL,MNS,,0,,84,36,38,10.0,,82,0.98,,,272,293,1885,22.4,85.0,445.0,17.0,81.0,455.0,3.24,3.49
794,1992,NHL,MTL,Stanley_Cup,1,,84,48,30,6.0,,102,1.21,,,326,280,1788,21.3,79.0,430.0,13.0,77.0,427.0,3.88,3.33
795,1992,NHL,NJD,Division_Semi-Finals,1,,84,40,37,7.0,,87,1.04,,,308,299,1815,21.6,77.0,400.0,19.0,79.0,425.0,3.67,3.56
796,1992,NHL,NYI,Conference_Finals,1,,84,40,37,7.0,,87,1.04,,,335,297,1701,20.3,90.0,416.0,8.0,77.0,375.0,3.99,3.54
797,1992,NHL,NYR,,0,,84,34,39,11.0,,79,0.94,,,304,308,1657,19.7,77.0,420.0,18.0,84.0,446.0,3.62,3.67
798,1992,NHL,OTT,,0,,84,10,70,4.0,,24,0.29,,,202,395,1716,20.4,66.0,448.0,11.0,115.0,460.0,2.4,4.7
799,1992,NHL,PHI,,0,,84,36,37,11.0,,83,0.99,,,319,319,1887,22.5,72.0,399.0,11.0,95.0,421.0,3.8,3.8
800,1992,NHL,PIT,Division_Finals,1,,84,56,21,7.0,,119,1.42,,,367,268,1776,21.1,105.0,440.0,19.0,72.0,429.0,4.37,3.19
801,1992,NHL,QUE,Division_Semi-Finals,1,,84,47,27,10.0,,104,1.24,,,351,300,1846,22.0,101.0,464.0,16.0,85.0,438.0,4.18,3.57
802,1992,NHL,SJS,,0,,84,11,71,2.0,,24,0.29,,,218,414,2134,25.4,66.0,409.0,15.0,113.0,483.0,2.6,4.93
803,1992,NHL,STL,Division_Finals,1,,84,37,36,11.0,,85,1.01,,,282,278,1889,22.5,93.0,425.0,15.0,70.0,429.0,3.36,3.31
804,1992,NHL,TBL,,0,,84,23,54,7.0,,53,0.63,,,245,332,1625,19.3,74.0,424.0,12.0,101.0,395.0,2.92,3.95
805,1992,NHL,TOR,Conference_Finals,1,,84,44,29,11.0,,99,1.18,,,288,241,1815,21.6,98.0,466.0,11.0,69.0,393.0,3.43,2.87
806,1992,NHL,VAN,Division_Finals,1,,84,46,29,9.0,,101,1.2,,,346,278,2326,27.7,79.0,457.0,11.0,97.0,452.0,4.12,3.31
807,1992,NHL,WAS,Division_Semi-Finals,1,,84,43,34,7.0,,93,1.11,,,325,286,1709,20.3,97.0,445.0,8.0,74.0,433.0,3.87,3.4
808,1992,NHL,WIN,Division_Semi-Finals,1,,84,40,37,7.0,,87,1.04,,,322,320,1851,22.0,98.0,468.0,14.0,80.0,437.0,3.83,3.81
809,1993,NHL,ANA,,0,,84,33,46,5.0,,71,0.85,,,229,251,1507,17.9,54.0,376.0,13.0,67.0,388.0,2.73,2.99
810,1993,NHL,BOS,Conference_Semi-Finals,1,,84,42,29,13.0,,97,1.15,,,289,252,1442,17.2,84.0,387.0,9.0,58.0,378.0,3.44,3.0
811,1993,NHL,BUF,Conference_Quarter-Finals,1,,84,43,32,9.0,,95,1.13,,,282,218,1760,21.0,96.0,424.0,8.0,58.0,380.0,3.36,2.6
812,1993,NHL,CAL,Conference_Quarter-Finals,1,,84,42,29,13.0,,97,1.15,,,302,256,1847,22.0,87.0,410.0,9.0,90.0,465.0,3.6,3.05
813,1993,NHL,CHI,Conference_Quarter-Finals,1,,84,39,36,9.0,,87,1.04,,,254,240,2125,25.3,67.0,383.0,10.0,71.0,427.0,3.02,2.86
814,1993,NHL,DAL,Conference_Semi-Finals,1,,84,42,29,13.0,,97,1.15,,,286,265,1919,22.8,81.0,440.0,16.0,68.0,428.0,3.4,3.15
815,1993,NHL,DET,Conference_Quarter-Finals,1,,84,46,30,8.0,,100,1.19,,,356,275,1775,21.1,85.0,408.0,14.0,73.0,383.0,4.24,3.27
816,1993,NHL,EDM,,0,,84,25,45,14.0,,64,0.76,,,261,305,1858,22.1,74.0,402.0,9.0,78.0,401.0,3.11,3.63
817,1993,NHL,FLO,,0,,84,33,34,17.0,,83,0.99,,,233,233,1620,19.3,65.0,409.0,15.0,69.0,396.0,2.77,2.77
818,1993,NHL,HAR,,0,,84,27,48,9.0,,63,0.75,,,227,288,1809,21.5,61.0,408.0,9.0,88.0,416.0,2.7,3.43
819,1993,NHL,LAK,,0,,84,27,45,12.0,,66,0.79,,,294,322,2017,24.0,92.0,444.0,8.0,90.0,462.0,3.5,3.83
820,1993,NHL,MTL,Conference_Quarter-Finals,1,,84,41,29,14.0,,96,1.14,,,283,248,1524,18.1,78.0,388.0,10.0,68.0,390.0,3.37,2.95
821,1993,NHL,NJD,Conference_Finals,1,,84,47,25,12.0,,106,1.26,,,306,220,1734,20.6,61.0,333.0,8.0,71.0,376.0,3.64,2.62
822,1993,NHL,NYI,Conference_Quarter-Finals,1,,84,36,36,12.0,,84,1.0,,,282,264,1787,21.3,74.0,369.0,9.0,79.0,417.0,3.36,3.14
823,1993,NHL,NYR,Stanley_Cup,1,,84,52,24,8.0,,112,1.33,,,299,231,1688,20.1,96.0,417.0,5.0,67.0,435.0,3.56,2.75
824,1993,NHL,OTT,,0,,84,14,61,9.0,,37,0.44,,,201,397,1710,20.4,63.0,435.0,14.0,110.0,412.0,2.39,4.73
825,1993,NHL,PHI,,0,,84,35,39,10.0,,80,0.95,,,294,314,1697,20.2,80.0,385.0,14.0,80.0,414.0,3.5,3.74
826,1993,NHL,PIT,Conference_Quarter-Finals,1,,84,44,27,13.0,,101,1.2,,,299,285,1624,19.3,76.0,404.0,11.0,72.0,401.0,3.56,3.39
827,1993,NHL,QUE,,0,,84,34,42,8.0,,76,0.9,,,277,292,1625,19.3,67.0,430.0,18.0,87.0,426.0,3.3,3.48
828,1993,NHL,SJS,Conference_Semi-Finals,1,,84,33,35,16.0,,82,0.98,,,252,265,1343,16.0,68.0,424.0,13.0,77.0,360.0,3.0,3.15
829,1993,NHL,STL,Conference_Quarter-Finals,1,,84,40,33,11.0,,91,1.08,,,270,283,1659,19.8,86.0,420.0,14.0,73.0,388.0,3.21,3.37
830,1993,NHL,TBL,,0,,84,30,43,11.0,,71,0.85,,,224,251,1579,18.8,57.0,388.0,20.0,58.0,335.0,2.67,2.99
831,1993,NHL,TOR,Conference_Finals,1,,84,43,29,12.0,,98,1.17,,,280,243,1877,22.3,88.0,459.0,9.0,74.0,409.0,3.33,2.89
832,1993,NHL,VAN,Finals,1,,84,41,40,3.0,,85,1.01,,,279,276,1923,22.9,83.0,441.0,11.0,84.0,458.0,3.32,3.29
833,1993,NHL,WAS,Conference_Semi-Finals,1,,84,39,35,10.0,,88,1.05,,,277,263,2007,23.9,70.0,386.0,12.0,74.0,403.0,3.3,3.13
834,1993,NHL,WIN,,0,,84,24,51,9.0,,57,0.68,,,245,344,2143,25.5,82.0,423.0,17.0,91.0,445.0,2.92,4.1
835,1995,NHL,ANA,,0,,82,35,39,8.0,,78,0.95,,,234,247,1707,20.8,60.0,426.0,5.0,81.0,423.0,2.85,3.01
836,1995,NHL,BOS,Conference_Quarter-Finals,1,,82,40,31,11.0,,91,1.11,,,282,269,1039,12.7,68.0,363.0,7.0,67.0,341.0,3.44,3.28
837,1995,NHL,BUF,,0,,82,33,42,7.0,,73,0.89,,,247,262,2195,26.8,76.0,477.0,12.0,74.0,461.0,3.01,3.2
838,1995,NHL,CAL,Conference_Quarter-Finals,1,,82,34,37,11.0,,79,0.96,,,241,240,1524,18.6,71.0,386.0,9.0,80.0,402.0,2.94,2.93
839,1995,NHL,CHI,Conference_Semi-Finals,1,,82,40,28,14.0,,94,1.15,,,273,220,1880,22.9,63.0,356.0,7.0,65.0,447.0,3.33,2.68
840,1995,NHL,COL,Stanley_Cup,1,,82,47,25,10.0,,104,1.27,,,326,240,1536,18.7,86.0,404.0,22.0,71.0,439.0,3.98,2.93
841,1995,NHL,DAL,,0,,82,26,42,14.0,,66,0.8,,,227,280,1652,20.1,67.0,443.0,20.0,82.0,418.0,2.77,3.41
842,1995,NHL,DET,Conference_Finals,1,,82,62,13,7.0,,131,1.6,,,325,181,1551,18.9,97.0,455.0,9.0,44.0,375.0,3.96,2.21
843,1995,NHL,EDM,,0,,82,30,44,8.0,,68,0.83,,,240,304,1709,20.8,72.0,452.0,12.0,80.0,417.0,2.93,3.71
844,1995,NHL,FLO,Finals,1,,82,41,31,10.0,,92,1.12,,,254,234,1494,18.2,81.0,468.0,12.0,63.0,370.0,3.1,2.85
845,1995,NHL,HAR,,0,,82,34,39,9.0,,77,0.94,,,237,259,1844,22.5,67.0,372.0,9.0,83.0,429.0,2.89,3.16
846,1995,NHL,LAK,,0,,82,24,40,18.0,,66,0.8,,,256,302,1460,17.8,72.0,401.0,18.0,72.0,381.0,3.12,3.68
847,1995,NHL,MTL,Conference_Quarter-Finals,1,,82,40,32,10.0,,90,1.1,,,265,248,1847,22.5,77.0,405.0,11.0,68.0,382.0,3.23,3.02
848,1995,NHL,NJD,,0,,82,37,33,12.0,,86,1.05,,,215,202,1486,18.1,55.0,368.0,9.0,49.0,319.0,2.62,2.46
849,1995,NHL,NYI,,0,,82,22,50,10.0,,54,0.66,,,229,315,1669,20.4,70.0,372.0,15.0,90.0,414.0,2.79,3.84
850,1995,NHL,NYR,Conference_Semi-Finals,1,,82,41,27,14.0,,96,1.17,,,272,237,1849,22.5,85.0,429.0,11.0,89.0,495.0,3.32,2.89
851,1995,NHL,OTT,,0,,82,18,59,5.0,,41,0.5,,,191,291,1553,18.9,53.0,430.0,14.0,83.0,375.0,2.33,3.55
852,1995,NHL,PHI,Conference_Semi-Finals,1,,82,45,24,13.0,,103,1.26,,,282,208,1785,21.8,82.0,417.0,7.0,62.0,437.0,3.44,2.54
853,1995,NHL,PIT,Conference_Finals,1,,82,49,29,4.0,,102,1.24,,,362,284,1623,19.8,109.0,420.0,12.0,78.0,467.0,4.41,3.46
854,1995,NHL,SJS,,0,,82,20,55,7.0,,47,0.57,,,252,357,1480,18.0,62.0,385.0,20.0,93.0,397.0,3.07,4.35
855,1995,NHL,STL,Conference_Semi-Finals,1,,82,32,34,16.0,,80,0.98,,,219,248,1823,22.2,74.0,448.0,8.0,82.0,482.0,2.67,3.02
856,1995,NHL,TBL,Conference_Quarter-Finals,1,,82,38,32,12.0,,88,1.07,,,238,248,1628,19.9,83.0,400.0,13.0,68.0,439.0,2.9,3.02
857,1995,NHL,TOR,Conference_Quarter-Finals,1,,82,34,36,12.0,,80,0.98,,,247,252,1742,21.2,83.0,438.0,9.0,70.0,403.0,3.01,3.07
858,1995,NHL,VAN,Conference_Quarter-Finals,1,,82,32,35,15.0,,79,0.96,,,278,278,1546,18.9,69.0,411.0,13.0,78.0,418.0,3.39,3.39
859,1995,NHL,WAS,Conference_Quarter-Finals,1,,82,39,32,11.0,,89,1.09,,,234,204,1553,18.9,63.0,403.0,7.0,67.0,385.0,2.85,2.49
860,1995,NHL,WIN,Conference_Quarter-Finals,1,,82,36,40,6.0,,78,0.95,,,275,291,1622,19.8,82.0,417.0,12.0,88.0,430.0,3.35,3.55
861,1996,NHL,ANA,Conference_Semi-Finals,1,,82,36,33,13.0,,85,1.04,,,245,233,1710,20.9,56.0,333.0,11.0,62.0,336.0,2.99,2.84
862,1996,NHL,BOS,,0,,82,26,47,9.0,,61,0.74,,,234,300,1369,16.7,46.0,310.0,6.0,56.0,308.0,2.85,3.66
863,1996,NHL,BUF,Conference_Semi-Finals,1,,82,40,30,12.0,,92,1.12,,,237,208,1840,22.4,43.0,326.0,4.0,59.0,364.0,2.89,2.54
864,1996,NHL,CAL,,0,,82,32,41,9.0,,73,0.89,,,214,239,1444,17.6,61.0,361.0,19.0,58.0,345.0,2.61,2.91
865,1996,NHL,CHI,Conference_Quarter-Finals,1,,82,34,35,13.0,,81,0.99,,,223,210,1763,21.5,45.0,304.0,9.0,59.0,374.0,2.72,2.56
866,1996,NHL,COL,Conference_Finals,1,,82,49,24,9.0,,107,1.3,,,277,205,1361,16.6,83.0,403.0,12.0,42.0,339.0,3.38,2.5
867,1996,NHL,DAL,Conference_Quarter-Finals,1,,82,48,26,8.0,,104,1.27,,,252,198,1325,16.2,46.0,314.0,9.0,51.0,308.0,3.07,2.41
868,1996,NHL,DET,Stanley_Cup,1,,82,38,26,18.0,,94,1.15,,,253,197,1582,19.3,66.0,368.0,8.0,46.0,346.0,3.09,2.4
869,1996,NHL,EDM,Conference_Semi-Finals,1,,82,36,37,9.0,,81,0.99,,,252,247,1368,16.7,73.0,406.0,13.0,59.0,338.0,3.07,3.01
870,1996,NHL,FLO,Conference_Quarter-Finals,1,,82,35,28,19.0,,89,1.09,,,221,201,1628,19.9,50.0,352.0,17.0,50.0,346.0,2.7,2.45
871,1996,NHL,HAR,,0,,82,32,39,11.0,,75,0.91,,,226,256,1513,18.5,58.0,321.0,11.0,51.0,332.0,2.76,3.12
872,1996,NHL,LAK,,0,,82,28,43,11.0,,67,0.82,,,214,268,1638,20.0,46.0,338.0,14.0,45.0,352.0,2.61,3.27
873,1996,NHL,MTL,Conference_Quarter-Finals,1,,82,31,36,15.0,,77,0.94,,,249,276,1469,17.9,53.0,337.0,11.0,71.0,347.0,3.04,3.37
874,1996,NHL,NJD,Conference_Semi-Finals,1,,82,45,23,14.0,,104,1.27,,,231,182,1135,13.8,40.0,288.0,9.0,28.0,235.0,2.82,2.22
875,1996,NHL,NYI,,0,,82,29,41,12.0,,70,0.85,,,240,250,1640,20.0,48.0,346.0,9.0,53.0,319.0,2.93,3.05
876,1996,NHL,NYR,Conference_Finals,1,,82,38,34,10.0,,86,1.05,,,258,231,1481,18.1,63.0,287.0,5.0,69.0,344.0,3.15,2.82
877,1996,NHL,OTT,Conference_Quarter-Finals,1,,82,31,36,15.0,,77,0.94,,,226,234,1087,13.3,56.0,336.0,12.0,48.0,265.0,2.76,2.85
878,1996,NHL,PHI,Finals,1,,82,45,24,13.0,,103,1.26,,,274,217,1699,20.7,53.0,362.0,8.0,49.0,342.0,3.34,2.65
879,1996,NHL,PHO,Conference_Quarter-Finals,1,,82,38,37,7.0,,83,1.01,,,240,243,1582,19.3,65.0,359.0,14.0,47.0,334.0,2.93,2.96
880,1996,NHL,PIT,Conference_Quarter-Finals,1,,82,38,36,8.0,,84,1.02,,,285,280,1498,18.3,74.0,339.0,12.0,64.0,338.0,3.48,3.41
881,1996,NHL,SJS,,0,,82,27,47,8.0,,62,0.76,,,211,278,2085,25.4,50.0,349.0,11.0,66.0,409.0,2.57,3.39
882,1996,NHL,STL,Conference_Quarter-Finals,1,,82,36,35,11.0,,83,1.01,,,236,239,1336,16.3,50.0,327.0,8.0,55.0,332.0,2.88,2.91
883,1996,NHL,TBL,,0,,82,32,40,10.0,,74,0.9,,,217,247,1686,20.6,47.0,340.0,9.0,55.0,361.0,2.65,3.01
884,1996,NHL,TOR,,0,,82,30,44,8.0,,68,0.83,,,230,273,1331,16.2,48.0,309.0,8.0,59.0,328.0,2.8,3.33
885,1996,NHL,VAN,,0,,82,35,40,7.0,,77,0.94,,,257,273,1607,19.6,51.0,303.0,8.0,66.0,344.0,3.13,3.33
886,1996,NHL,WAS,,0,,82,33,40,9.0,,75,0.91,,,214,231,1652,20.1,51.0,322.0,10.0,54.0,354.0,2.61,2.82
887,1997,NHL,ANA,,0,,82,26,43,13.0,,65,0.79,,,205,261,1843,22.5,46.0,392.0,10.0,72.0,396.0,2.5,3.18
888,1997,NHL,BOS,Conference_Quarter-Finals,1,,82,39,30,13.0,,91,1.11,,,221,194,1117,13.6,62.0,359.0,3.0,44.0,285.0,2.7,2.37
889,1997,NHL,BUF,Conference_Finals,1,,82,36,29,17.0,,89,1.09,,,211,187,1768,21.6,51.0,396.0,12.0,65.0,413.0,2.57,2.28
890,1997,NHL,CAL,,0,,82,26,41,15.0,,67,0.82,,,217,252,1859,22.7,43.0,356.0,13.0,69.0,430.0,2.65,3.07
891,1997,NHL,CAR,,0,,82,33,41,8.0,,74,0.9,,,200,219,1455,17.7,50.0,378.0,10.0,58.0,391.0,2.44,2.67
892,1997,NHL,CHI,,0,,82,30,39,13.0,,73,0.89,,,192,199,1546,18.9,47.0,364.0,5.0,58.0,381.0,2.34,2.43
893,1997,NHL,COL,Conference_Quarter-Finals,1,,82,39,26,17.0,,95,1.16,,,231,205,1729,21.1,74.0,425.0,12.0,53.0,410.0,2.82,2.5
894,1997,NHL,DAL,Conference_Finals,1,,82,49,22,11.0,,109,1.33,,,242,167,1301,15.9,77.0,385.0,9.0,42.0,351.0,2.95,2.04
895,1997,NHL,DET,Stanley_Cup,1,,82,44,23,15.0,,103,1.26,,,250,196,1346,16.4,67.0,381.0,7.0,51.0,376.0,3.05,2.39
896,1997,NHL,EDM,Conference_Semi-Finals,1,,82,35,37,10.0,,80,0.98,,,215,224,1690,20.6,77.0,483.0,11.0,66.0,406.0,2.62,2.73
897,1997,NHL,FLO,,0,,82,24,43,15.0,,63,0.77,,,203,256,1676,20.4,55.0,409.0,16.0,82.0,403.0,2.48,3.12
898,1997,NHL,LAK,Conference_Quarter-Finals,1,,82,38,33,11.0,,87,1.06,,,227,225,1763,21.5,52.0,366.0,12.0,63.0,399.0,2.77,2.74
899,1997,NHL,MTL,Conference_Semi-Finals,1,,82,37,32,13.0,,87,1.06,,,235,208,1547,18.9,68.0,372.0,8.0,62.0,401.0,2.87,2.54
900,1997,NHL,NJD,Conference_Quarter-Finals,1,,82,48,23,11.0,,107,1.3,,,225,166,1488,18.1,63.0,333.0,9.0,41.0,309.0,2.74,2.02
901,1997,NHL,NYI,,0,,82,30,41,11.0,,71,0.87,,,212,225,1646,20.1,61.0,364.0,16.0,54.0,384.0,2.59,2.74
902,1997,NHL,NYR,,0,,82,25,39,18.0,,68,0.83,,,197,231,1548,18.9,62.0,351.0,13.0,55.0,376.0,2.4,2.82
903,1997,NHL,OTT,Conference_Semi-Finals,1,,82,34,33,15.0,,83,1.01,,,193,200,1091,13.3,48.0,375.0,9.0,47.0,303.0,2.35,2.44
904,1997,NHL,PHI,Conference_Quarter-Finals,1,,82,42,29,11.0,,95,1.16,,,242,193,1766,21.5,71.0,399.0,9.0,51.0,382.0,2.95,2.35
905,1997,NHL,PHO,Conference_Quarter-Finals,1,,82,35,35,12.0,,82,1.0,,,224,227,1602,19.5,57.0,384.0,6.0,66.0,408.0,2.73,2.77
906,1997,NHL,PIT,Conference_Quarter-Finals,1,,82,40,24,18.0,,98,1.2,,,228,188,1225,14.9,67.0,407.0,16.0,46.0,338.0,2.78,2.29
907,1997,NHL,SJS,Conference_Quarter-Finals,1,,82,34,38,10.0,,78,0.95,,,210,216,1417,17.3,54.0,400.0,5.0,59.0,398.0,2.56,2.63
908,1997,NHL,STL,Conference_Semi-Finals,1,,82,45,29,8.0,,98,1.2,,,256,204,1414,17.2,62.0,368.0,4.0,49.0,367.0,3.12,2.49
909,1997,NHL,TBL,,0,,82,17,55,10.0,,44,0.54,,,151,269,1823,22.2,33.0,353.0,16.0,72.0,410.0,1.84,3.28
910,1997,NHL,TOR,,0,,82,30,43,9.0,,69,0.84,,,194,237,1481,18.1,41.0,359.0,13.0,50.0,372.0,2.37,2.89
911,1997,NHL,VAN,,0,,82,25,43,14.0,,64,0.78,,,224,273,2166,26.4,48.0,373.0,12.0,77.0,432.0,2.73,3.33
912,1997,NHL,WAS,Finals,1,,82,40,30,12.0,,92,1.12,,,219,202,1198,14.6,55.0,350.0,4.0,39.0,361.0,2.67,2.46
913,1998,NHL,ANA,Conference_Quarter-Finals,1,,82,35,34,13.0,,83,1.01,,,215,206,1323,16.1,83.0,378.0,7.0,60.0,387.0,2.62,2.51
