,Year,LeagueID,TeamID,Playoff,MadePlayoff,Unnamed,Games Played,Wins,Losses,Ties,Overtime_Losses,Total_Points,Points_Per_Game,Shootout_Wins,Shootout_Losses,Goals_For,Goals_Against,Penalty_Minutes,Penalty_Minutes_Per_Game,Power_Play_Goals,Power_Play_Chances,Short_handed_Goals_Against,Penalty_Kill_Goals_Allowed,Penalty_Kill_Chances,Goals_For_Per_Game,GoalsAgainstPerGame
1237,2009,NHL,WAS,Conference_Quarter-Finals,1,,82,54,15,,13.0,121,1.48,5.0,6.0,318,233,940,11.5,79.0,313.0,8.0,67.0,316.0,3.88,2.84
1238,2010,NHL,AND,Conference_Quarter-Finals,1,,82,47,30,,5.0,99,1.21,4.0,2.0,239,235,1178,14.4,67.0,285.0,7.0,57.0,305.0,2.91,2.87
1239,2010,NHL,ATL,,0,,82,34,36,,12.0,80,0.98,5.0,7.0,223,269,930,11.3,53.0,289.0,10.0,64.0,285.0,2.72,3.28
1240,2010,NHL,BOS,Stanley_Cup,1,,82,46,25,,11.0,103,1.26,2.0,6.0,246,195,1115,13.6,43.0,265.0,5.0,46.0,265.0,3.0,2.38
1241,2010,NHL,BUF,Conference_Quarter-Finals,1,,82,43,29,,10.0,96,1.17,5.0,1.0,245,229,958,11.7,54.0,279.0,13.0,51.0,300.0,2.99,2.79
1242,2010,NHL,CAL,,0,,82,41,29,,12.0,94,1.15,9.0,7.0,250,237,836,10.2,62.0,318.0,9.0,53.0,282.0,3.05,2.89
1243,2010,NHL,CAR,,0,,82,40,31,,11.0,91,1.11,5.0,5.0,236,239,835,10.2,55.0,346.0,6.0,51.0,272.0,2.88,2.91
1244,2010,NHL,CBS,,0,,82,34,35,,13.0,81,0.99,5.0,8.0,215,258,1113,13.6,42.0,301.0,11.0,62.0,314.0,2.62,3.15
1245,2010,NHL,CHI,Conference_Quarter-Finals,1,,82,44,29,,9.0,97,1.18,6.0,5.0,258,225,742,9.0,64.0,277.0,4.0,53.0,255.0,3.15,2.74
1246,2010,NHL,COL,,0,,82,30,44,,8.0,68,0.83,6.0,1.0,227,288,1077,13.1,49.0,265.0,11.0,75.0,314.0,2.77,3.51
1247,2010,NHL,DAL,,0,,82,42,29,,11.0,95,1.16,5.0,7.0,227,233,1066,13.0,55.0,306.0,15.0,55.0,277.0,2.77,2.84
1248,2010,NHL,DET,Conference_Semi-Finals,1,,82,47,25,,10.0,104,1.27,4.0,4.0,261,241,754,9.2,67.0,301.0,7.0,53.0,300.0,3.18,2.94
1249,2010,NHL,EDM,,0,,82,25,45,,12.0,62,0.76,2.0,9.0,193,269,1270,15.5,44.0,304.0,2.0,74.0,321.0,2.35,3.28
1250,2010,NHL,FLO,,0,,82,30,40,,12.0,72,0.88,4.0,7.0,195,229,716,8.7,35.0,267.0,5.0,41.0,267.0,2.38,2.79
1251,2010,NHL,LAK,Conference_Quarter-Finals,1,,82,46,30,,6.0,98,1.2,10.0,2.0,219,198,962,11.7,47.0,292.0,6.0,40.0,276.0,2.67,2.41
1252,2010,NHL,MIN,,0,,82,39,35,,8.0,86,1.05,3.0,5.0,206,233,983,12.0,53.0,292.0,7.0,53.0,308.0,2.51,2.84
1253,2010,NHL,MTL,Conference_Quarter-Finals,1,,82,44,30,,8.0,96,1.17,3.0,3.0,216,209,1097,13.4,57.0,290.0,6.0,51.0,327.0,2.63,2.55
1254,2010,NHL,NAS,Conference_Semi-Finals,1,,82,44,27,,11.0,99,1.21,6.0,4.0,219,194,720,8.8,41.0,269.0,2.0,41.0,272.0,2.67,2.37
1255,2010,NHL,NJD,,0,,82,38,39,,5.0,81,0.99,3.0,2.0,174,209,765,9.3,34.0,237.0,8.0,40.0,241.0,2.12,2.55
1256,2010,NHL,NYI,,0,,82,30,39,,13.0,73,0.89,4.0,6.0,229,264,1515,18.5,52.0,302.0,7.0,52.0,310.0,2.79,3.22
1257,2010,NHL,NYR,Conference_Quarter-Finals,1,,82,44,33,,5.0,93,1.13,9.0,3.0,233,198,1074,13.1,49.0,290.0,5.0,42.0,257.0,2.84,2.41
1258,2010,NHL,OTT,,0,,82,32,40,,10.0,74,0.9,2.0,5.0,192,250,1149,14.0,45.0,257.0,4.0,48.0,294.0,2.34,3.05
1259,2010,NHL,PHI,Conference_Semi-Finals,1,,82,47,23,,12.0,106,1.29,3.0,7.0,259,223,1119,13.6,49.0,295.0,5.0,54.0,313.0,3.16,2.72
1260,2010,NHL,PHO,Conference_Quarter-Finals,1,,82,43,26,,13.0,99,1.21,5.0,6.0,231,226,863,10.5,46.0,289.0,6.0,64.0,296.0,2.82,2.76
1261,2010,NHL,PIT,Conference_Quarter-Finals,1,,82,49,25,,8.0,106,1.29,10.0,3.0,238,199,1388,16.9,49.0,311.0,6.0,45.0,324.0,2.9,2.43
1262,2010,NHL,SJS,Conference_Finals,1,,82,48,25,,9.0,105,1.28,5.0,5.0,248,213,931,11.4,68.0,289.0,7.0,56.0,274.0,3.02,2.6
1263,2010,NHL,STL,,0,,82,38,33,,11.0,87,1.06,4.0,6.0,240,234,1225,14.9,52.0,279.0,1.0,51.0,279.0,2.93,2.85
1264,2010,NHL,TBL,Conference_Finals,1,,82,46,25,,11.0,103,1.26,6.0,6.0,247,240,905,11.0,69.0,336.0,16.0,49.0,302.0,3.01,2.93
1265,2010,NHL,TOR,,0,,82,37,34,,11.0,85,1.04,5.0,6.0,218,251,985,12.0,52.0,326.0,8.0,62.0,275.0,2.66,3.06
1266,2010,NHL,VAN,Finals,1,,82,54,19,,9.0,117,1.43,4.0,5.0,262,185,943,11.5,72.0,296.0,2.0,45.0,312.0,3.2,2.26
1267,2010,NHL,WAS,Conference_Semi-Finals,1,,82,48,23,,11.0,107,1.3,5.0,6.0,224,197,926,11.3,46.0,263.0,5.0,43.0,299.0,2.73,2.4
1268,2011,NHL,AND,,0,,82,34,36,,12.0,80,0.98,3.0,7.0,204,231,980,12.0,45.0,271.0,5.0,51.0,283.0,2.49,2.82
1269,2011,NHL,BOS,Conference_Quarter-Finals,1,,82,49,29,,4.0,102,1.24,9.0,3.0,269,202,1101,13.4,43.0,250.0,1.0,43.0,260.0,3.28,2.46
1270,2011,NHL,BUF,,0,,82,39,32,,11.0,89,1.09,7.0,7.0,218,230,904,11.0,44.0,258.0,7.0,47.0,257.0,2.66,2.8
1271,2011,NHL,CAL,,0,,82,37,29,,16.0,90,1.1,3.0,9.0,202,226,885,10.8,46.0,260.0,6.0,42.0,268.0,2.46,2.76
1272,2011,NHL,CAR,,0,,82,33,33,,16.0,82,1.0,1.0,6.0,213,243,763,9.3,49.0,294.0,4.0,49.0,252.0,2.6,2.96
1273,2011,NHL,CBS,,0,,82,29,46,,7.0,65,0.79,4.0,5.0,202,262,1037,12.6,49.0,317.0,8.0,64.0,274.0,2.46,3.2
1274,2011,NHL,CHI,Conference_Quarter-Finals,1,,82,45,26,,11.0,101,1.23,7.0,7.0,248,238,848,10.3,42.0,277.0,3.0,51.0,233.0,3.02,2.9
1275,2011,NHL,COL,,0,,82,41,35,,6.0,88,1.07,9.0,2.0,208,220,902,11.0,41.0,223.0,4.0,47.0,277.0,2.54,2.68
1276,2011,NHL,DAL,,0,,82,42,35,,5.0,89,1.09,7.0,4.0,211,222,1032,12.6,33.0,244.0,3.0,52.0,303.0,2.57,2.71
1277,2011,NHL,DET,Conference_Quarter-Finals,1,,82,48,28,,6.0,102,1.24,9.0,3.0,248,203,699,8.5,48.0,298.0,11.0,50.0,274.0,3.02,2.48
1278,2011,NHL,EDM,,0,,82,32,40,,10.0,74,0.9,5.0,7.0,212,239,942,11.5,54.0,262.0,8.0,52.0,296.0,2.59,2.91
1279,2011,NHL,FLO,Conference_Quarter-Finals,1,,82,38,26,,18.0,94,1.15,6.0,11.0,203,227,792,9.7,53.0,286.0,6.0,49.0,239.0,2.48,2.77
1280,2011,NHL,LAK,Stanley_Cup,1,,82,40,27,,15.0,95,1.16,6.0,9.0,194,179,923,11.3,49.0,289.0,2.0,38.0,293.0,2.37,2.18
1281,2011,NHL,MIN,,0,,82,35,36,,11.0,81,0.99,11.0,9.0,177,226,994,12.1,39.0,258.0,4.0,51.0,285.0,2.16,2.76
1282,2011,NHL,MTL,,0,,82,31,35,,16.0,78,0.95,5.0,12.0,212,226,954,11.6,43.0,301.0,8.0,36.0,315.0,2.59,2.76
1283,2011,NHL,NAS,Conference_Semi-Finals,1,,82,48,26,,8.0,104,1.27,5.0,5.0,237,210,689,8.4,54.0,250.0,4.0,40.0,244.0,2.89,2.56
1284,2011,NHL,NJD,Finals,1,,82,48,28,,6.0,102,1.24,12.0,4.0,228,209,944,11.5,46.0,267.0,13.0,27.0,259.0,2.78,2.55
1285,2011,NHL,NYI,,0,,82,34,37,,11.0,79,0.96,7.0,4.0,203,255,763,9.3,45.0,243.0,5.0,46.0,236.0,2.48,3.11
1286,2011,NHL,NYR,Conference_Finals,1,,82,51,24,,7.0,109,1.33,4.0,5.0,226,187,1059,12.9,44.0,280.0,4.0,36.0,260.0,2.76,2.28
1287,2011,NHL,OTT,Conference_Quarter-Finals,1,,82,41,31,,10.0,92,1.12,6.0,4.0,249,240,1145,14.0,49.0,270.0,7.0,57.0,310.0,3.04,2.93
1288,2011,NHL,PHI,Conference_Semi-Finals,1,,82,47,26,,9.0,103,1.26,4.0,7.0,264,232,1318,16.1,66.0,335.0,9.0,58.0,319.0,3.22,2.83
1289,2011,NHL,PHO,Conference_Finals,1,,82,42,27,,13.0,97,1.18,6.0,10.0,216,204,757,9.2,34.0,251.0,6.0,36.0,249.0,2.63,2.49
1290,2011,NHL,PIT,Conference_Quarter-Finals,1,,82,51,25,,6.0,108,1.32,9.0,3.0,282,221,880,10.7,57.0,289.0,10.0,33.0,270.0,3.44,2.7
1291,2011,NHL,SJS,Conference_Quarter-Finals,1,,82,43,29,,10.0,96,1.17,9.0,5.0,228,210,785,9.6,57.0,270.0,4.0,52.0,225.0,2.78,2.56
1292,2011,NHL,STL,Conference_Semi-Finals,1,,82,49,22,,11.0,109,1.33,4.0,10.0,210,165,1062,13.0,45.0,270.0,3.0,40.0,282.0,2.56,2.01
1293,2011,NHL,TBL,,0,,82,38,36,,8.0,84,1.02,3.0,3.0,235,281,865,10.5,41.0,269.0,12.0,59.0,284.0,2.87,3.43
1294,2011,NHL,TOR,,0,,82,35,37,,10.0,80,0.98,4.0,5.0,231,264,824,10.0,49.0,267.0,6.0,55.0,242.0,2.82,3.22
1295,2011,NHL,VAN,Conference_Quarter-Finals,1,,82,51,22,,9.0,111,1.35,8.0,7.0,249,198,1049,12.8,57.0,288.0,4.0,40.0,286.0,3.04,2.41
1296,2011,NHL,WAS,Conference_Semi-Finals,1,,82,42,32,,8.0,92,1.12,4.0,4.0,222,230,767,9.4,41.0,245.0,10.0,49.0,266.0,2.71,2.8
1297,2011,NHL,WPG,,0,,82,37,35,,10.0,84,1.02,4.0,4.0,225,246,905,11.0,45.0,251.0,8.0,58.0,292.0,2.74,3.0
